obs_id,filename,flare_number,start_mjd,end_mjd,duration_s,rate_mean,rate_mean_err,rate_max,rate_max_err,energy_1e37erg,energy_err,luminosity_1e34,luminosity_err,flux_1e_minus12,flux_err,fluence_ct,Shape,hardness_ratio,hardness_ratio_err,median_rate,median_rate_err,snr
15041,15041_SGRA_TABLE_RESULTS.txt,1,56500.1507258236,56500.1627820644,1041.6384,0.0308,0.0058,0.0404,0.0127,2.3023,7.1112,2.2103,6.8269,2.7622,8.5314,32.0982,1,1.0555555555555600,0.3471913566528270,0.03251657762584140,0.005819134569291940,3.7943620516567500
18731,18731_SGRA_TABLE_RESULTS.txt,1,57581.9520631348,57581.9625245837,903.8304,0.0354,0.0063,0.064,0.0152,2.2764,6.5856,2.5186,7.2864,3.1474,9.1055,31.9986,1,1.4615384615384600,0.526061793393914,0.029884213736116400,0.012334538997551200,7.9946197907840000
28231,28231_SGRA_TABLE_RESULTS.txt,1,60408.5664414409,60408.5768560903,899.856,0.0345,0.0062,0.0415,0.012,2.153,6.4999,2.3927,7.2233,2.99,9.0267,31.001,1,1.2142857142857100,0.4382412504386210,0.03775892725823610,0.0022341063755317800,7.144136305957790
14462,14462_SGRA_TABLE_RESULTS.txt,1,56207.1782699449,56207.1892292311,946.8576,0.0317,0.0058,0.0389,0.0112,2.8246,7.8725,2.9832,8.3143,3.728,10.3901,29.9992,1,1.5217391304347800,0.408466331512913,0.03521240240419620,0.006800721822598190,5.174364019534970
3392,03392_SGRA_TABLE_RESULTS.txt,3,52421.2367785838,52421.2489758648,1053.8208,0.0275,0.0051,0.0288,0.0096,2.0247,6.2739,1.9213,5.9535,2.401,7.4399,28.9993,2,1.9,0.7422937423958260,0.02687541114021000,0.0012018841922359100,4.945559272064310
14466,14466_SGRA_TABLE_RESULTS.txt,1,56128.5554096137,56128.5598804975,386.2944,0.0699,0.0135,0.0805,0.0158,2.8617,7.4635,7.4082,19.3207,9.2577,24.1444,27.0007,1,1.181818181818180,0.3423523169786440,0.08053563098268740,0.0,11.545137011169700
15045,15045_SGRA_TABLE_RESULTS.txt,2,56593.8275640337,56593.8384486763,940.464,0.026,0.0055,0.0399,0.0127,1.7841,6.0632,1.8971,6.447,2.3707,8.0566,24.4577,1,2.0,0.8164965809277260,0.025366343188526000,0.006342760143552780,3.7364868108523800
15041,15041_SGRA_TABLE_RESULTS.txt,2,56500.464956453,56500.474215574,799.9776,0.029,0.0065,0.0383,0.0127,1.649,6.0687,2.0613,7.5861,2.5759,9.4801,23.2356,1,2.0,0.8164965809277260,0.02891448550631990,0.0041498225623418,3.684040173968120
20446,20446_SGRA_TABLE_RESULTS.txt,1,58685.0777559162,58685.0854916177,668.3904,0.0329,0.007,0.0402,0.0122,1.5424,5.461,2.3076,8.1704,2.8838,10.2103,22.0008,1,0.8333333333333330,0.3568120160740310,0.03644334893415940,0.003306677549373010,7.910022802312200
1561,01561_SGRA_TABLE_RESULTS.txt,1,51844.1051536376,51844.1128804099,667.6128,0.033,0.007,0.0398,0.0112,1.5581,5.4738,2.3338,8.1991,2.9165,10.2461,22.0006,1,1.2,0.5138093031466050,0.03584872370087950,0.0034915959014798600,0.6233093092176730
23666,23666_SGRA_TABLE_RESULTS.txt,1,59315.5674243423,59315.5751048431,663.6384,0.0301,0.0067,0.0439,0.0127,1.3796,5.214,2.0789,7.8567,2.5979,9.8183,20.0013,1,1.8571428571428600,0.8706420003143490,0.028945961471485400,0.013213781299292800,5.47875403695434
14943,14943_SGRA_TABLE_RESULTS.txt,1,56582.6665606405,56582.6804823447,1202.8608,0.016,0.0042,0.0219,0.0104,1.493,5.8688,1.2412,4.8791,1.5511,6.0972,19.189,1,0.7857142857142860,0.3165733072956850,0.013211861351119100,0.0029974547271250200,2.4211698359523500
13857,13857_SGRA_TABLE_RESULTS.txt,1,56003.6696846569,56003.6760472825,549.7632,0.0346,0.0079,0.0466,0.0117,1.7853,6.2724,3.2474,11.4092,4.0581,14.2578,19.0011,1,2.7142857142857100,0.8485968525017060,0.041519592777201800,0.0044900410593661300,6.305410645458580
13853,13853_SGRA_TABLE_RESULTS.txt,1,56122.2609225622,56122.2687209948,673.7472,0.0252,0.0061,0.0283,0.0096,1.5726,5.9276,2.3341,8.798,2.9168,10.9946,16.9991,1,2.0625,0.6283115394650970,0.02645510850675590,0.0016261081504488900,5.662113545168420
