obs_id,filename,flare_number,start_mjd,end_mjd,duration_s,rate_mean,rate_mean_err,rate_max,rate_max_err,energy_1e37erg,energy_err,luminosity_1e34,luminosity_err,flux_1e_minus12,flux_err,fluence_ct
13844,13844_SGRA_TABLE_RESULTS.txt,,,,,,,,,,,,,,,
16211,16211_SGRA_TABLE_RESULTS.txt,,,,,,,,,,,,,,,
16216,16216_SGRA_TABLE_RESULTS.txt,,,,,,,,,,,,,,,
21456,21456_SGRA_TABLE_RESULTS_pileupcorr.txt,1,58574.4761701491,58574.4931112524,1463.7024000000001,,,,,,,,,,,45.277
9170,09170_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
16218,16218_SGRA_TABLE_RESULTS.txt,1,56950.5521584909,56950.6266658518,6437.4911999999995,,,,,,,,,,,807.0
14943,14943_SGRA_TABLE_RESULTS.txt,,,,,,,,,,,,,,,
25297,25297_SGRA_TABLE_RESULTS_pileupcorr.txt,1,59658.3374265859,59658.413494944,6572.2752,,,,,,,,,,,95.3433
29496,29496_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
14944,14944_SGRA_TABLE_RESULTS.txt,1,56555.4567037892,56555.4854216868,2481.2352,,,,,,,,,,,41.6588
25299,25299_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
23738,23738_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
20344,20344_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
2951,02951_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
9171,09171_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
16217,16217_SGRA_TABLE_RESULTS.txt,1,56899.4940569153,56899.5475196609,4619.2032,,,,,,,,,,,82.8642
16210,16210_SGRA_TABLE_RESULTS.txt,,,,,,,,,,,,,,,
22288,22288_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
25298,25298_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
23739,23739_SGRA_TABLE_RESULTS_pileupcorr.txt,1,59425.0239573369,59425.0477052716,2051.8271999999997,,,,,,,,,,,352.0
20345,20345_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
14945,14945_SGRA_TABLE_RESULTS.txt,,,,,,,,,,,,,,,
14942,14942_SGRA_TABLE_RESULTS.txt,,,,,,,,,,,,,,,
23737,23737_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
5953,05953_SGRA_TABLE_RESULTS_pileupcorr.txt,1,53581.9306907625,53581.9555373808,2146.7808,,,,,,,,,,,103.9537
5954,05954_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
2943,02943_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
14394,14394_SGRA_TABLE_RESULTS.txt,,,,,,,,,,,,,,,
14393,14393_SGRA_TABLE_RESULTS.txt,,,,,,,,,,,,,,,
14703,14703_SGRA_TABLE_RESULTS.txt,,,,,,,,,,,,,,,
20750,20750_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
1561,01561_SGRA_TABLE_RESULTS_pileupcorr.txt,1,51844.1051536376,51844.1128804099,667.6128,,,,,,,,,,,23.1811
1561,01561_SGRA_TABLE_RESULTS_pileupcorr.txt,2,51844.1539898371,51844.2795123523,10845.1872,,,,,,,,,,,679.0
1561,01561_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
18731,18731_SGRA_TABLE_RESULTS_pileupcorr.txt,1,57581.9520631348,57581.9625245837,903.8303999999999,,,,,,,,,,,32.2257
3663,03663_SGRA_TABLE_RESULTS_pileupcorr.txt,1,52418.8011211186,52418.8559271925,4735.2384,,,,,,,,,,,96.9218
14702,14702_SGRA_TABLE_RESULTS.txt,,,,,,,,,,,,,,,
22604,22604_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
14392,14392_SGRA_TABLE_RESULTS.txt,1,55966.4300207317,55966.4544349776,2109.3696,,,,,,,,,,,44.9995
14392,14392_SGRA_TABLE_RESULTS.txt,2,55966.5986448471,55966.6639426611,5641.6608,,,,,,,,,,,738.0
5952,05952_SGRA_TABLE_RESULTS_pileupcorr.txt,1,53581.1097515494,53581.1501751383,3492.6336,,,,,,,,,,,74.3259
3665,03665_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
6113,06113_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
20751,20751_SGRA_TABLE_RESULTS_pileupcorr.txt,1,58715.156961405,58715.2262554391,5987.0016000000005,,,,,,,,,,,1144.0
28229,28229_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
14427,14427_SGRA_TABLE_RESULTS.txt,1,56054.1011198334,56054.1589818384,4999.2768,,,,,,,,,,,97.0
14427,14427_SGRA_TABLE_RESULTS.txt,2,56054.472124744,56054.4975012336,2192.4864,,,,,,,,,,,40.9992
13857,13857_SGRA_TABLE_RESULTS.txt,1,56003.6701941419,56003.6760472825,505.69919999999996,,,,,,,,,,,17.9996
6639,06639_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
13850,13850_SGRA_TABLE_RESULTS.txt,,,,,,,,,,,,,,,
3549,03549_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
23666,23666_SGRA_TABLE_RESULTS_pileupcorr.txt,1,59315.5674243423,59315.5751048431,663.6384,,,,,,,,,,,20.1221
23668,23668_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
13851,13851_SGRA_TABLE_RESULTS.txt,1,56217.0930885526,56217.0948515711,152.3232,,,,,,,,,,,10.9999
13851,13851_SGRA_TABLE_RESULTS.txt,2,56217.8122561849,56217.8742720065,5358.182400000001,,,,,,,,,,,408.0
13856,13856_SGRA_TABLE_RESULTS.txt,,,,,,,,,,,,,,,
23295,23295_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
23667,23667_SGRA_TABLE_RESULTS_pileupcorr.txt,,,,,,,,,,,,,,,
